"admin_area_1","admin_area_2","year","indicator_id","indicator_common_id","indicator_type","survey_value","source","source_detail","survey_type","country_name","iso2_code","iso3_code"
"Afghanistan","Ghor",2015,"rh_ancp_w_skp","anc1","percent",0.648,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Ghor",2015,"rh_ancn_w_n4p","anc4","percent",0.094,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Ghor",2015,"rh_delp_c_dhf","delivery","percent",0.221,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Helmand",2015,"rh_ancp_w_skp","anc1","percent",0.327,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Helmand",2015,"rh_ancn_w_n4p","anc4","percent",0.055,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Helmand",2015,"rh_delp_c_dhf","delivery","percent",0.303,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Hirat",2015,"rh_ancp_w_skp","anc1","percent",0.727,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Hirat",2015,"rh_ancn_w_n4p","anc4","percent",0.289,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Hirat",2015,"rh_delp_c_dhf","delivery","percent",0.453,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Jawzjan",2015,"rh_ancp_w_skp","anc1","percent",0.671,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Jawzjan",2015,"rh_ancn_w_n4p","anc4","percent",0.29,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Jawzjan",2015,"rh_delp_c_dhf","delivery","percent",0.85,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Kabul",2015,"rh_ancp_w_skp","anc1","percent",0.671,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Kabul",2015,"rh_ancn_w_n4p","anc4","percent",0.381,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Kabul",2015,"rh_delp_c_dhf","delivery","percent",0.835,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Kandahar",2015,"rh_ancp_w_skp","anc1","percent",0.478,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Kandahar",2015,"rh_ancn_w_n4p","anc4","percent",0.053,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Kandahar",2015,"rh_delp_c_dhf","delivery","percent",0.45,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Kapisa",2015,"rh_ancp_w_skp","anc1","percent",0.765,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Kapisa",2015,"rh_ancn_w_n4p","anc4","percent",0.269,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Kapisa",2015,"rh_delp_c_dhf","delivery","percent",0.579,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Khost",2015,"rh_ancp_w_skp","anc1","percent",0.73,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Khost",2015,"rh_ancn_w_n4p","anc4","percent",0.143,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Khost",2015,"rh_delp_c_dhf","delivery","percent",0.555,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Kunar",2015,"rh_ancp_w_skp","anc1","percent",0.187,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Kunar",2015,"rh_ancn_w_n4p","anc4","percent",0.011,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Kunar",2015,"rh_delp_c_dhf","delivery","percent",0.493,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Kunduz",2015,"rh_ancp_w_skp","anc1","percent",0.733,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Kunduz",2015,"rh_ancn_w_n4p","anc4","percent",0.171,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Kunduz",2015,"rh_delp_c_dhf","delivery","percent",0.656,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Laghman",2015,"rh_ancp_w_skp","anc1","percent",0.762,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Laghman",2015,"rh_ancn_w_n4p","anc4","percent",0.143,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Laghman",2015,"rh_delp_c_dhf","delivery","percent",0.652,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Logar",2015,"rh_ancp_w_skp","anc1","percent",0.737,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Logar",2015,"rh_ancn_w_n4p","anc4","percent",0.142,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Logar",2015,"rh_delp_c_dhf","delivery","percent",0.702,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2010,"IM_BCG","bcg","percent",0.68,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2010,"IM_DTP1","penta1","percent",0.72,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2010,"IM_DTP3","penta3","percent",0.66,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2011,"IM_BCG","bcg","percent",0.73,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2011,"IM_DTP1","penta1","percent",0.78,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2011,"IM_DTP3","penta3","percent",0.68,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2012,"IM_BCG","bcg","percent",0.78,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2012,"IM_DTP1","penta1","percent",0.78,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2012,"IM_DTP3","penta3","percent",0.67,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2013,"IM_BCG","bcg","percent",0.72,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2013,"IM_DTP1","penta1","percent",0.76,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2013,"IM_DTP3","penta3","percent",0.64,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2014,"IM_BCG","bcg","percent",0.74,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2014,"IM_DTP1","penta1","percent",0.73,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2014,"IM_DTP3","penta3","percent",0.62,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2015,"rh_ancp_w_skp","anc1","percent",0.61,"DHS National","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2015,"rh_ancn_w_n4p","anc4","percent",0.188,"DHS National","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2015,"ch_vac1_c_bcg","bcg","percent",0.557,"DHS National","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2015,"IM_BCG","bcg","percent",0.76,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2015,"fe_frtr_w_cbr","crudebr","rate",36.8,"DHS National","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2015,"rh_delp_c_dhf","delivery","percent",0.543,"DHS National","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2015,"fp_srcm_w_tot","fp","percent",0.996,"DHS National","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2015,"cm_ecmt_c_imr","imr","rate",45,"DHS National","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2015,"ch_vac1_c_msl","measles1","percent",0.246,"DHS National","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2015,"cm_ecmr_c_nnr","nmr","rate",22,"DHS National","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2015,"ch_vac1_c_dp1","penta1","percent",0.599,"DHS National","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2015,"IM_DTP1","penta1","percent",0.73,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2015,"ch_vac1_c_dp3","penta3","percent",0.445,"DHS National","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2015,"IM_DTP3","penta3","percent",0.64,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2015,"ch_vac1_c_op1","polio1","percent",0.765,"DHS National","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2015,"ch_vac1_c_op2","polio2","percent",0.701,"DHS National","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2015,"ch_vac1_c_op3","polio3","percent",0.572,"DHS National","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2015,"cm_pnmr_c_nsb","still","number",641,"DHS National","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2015,"fe_frtr_w_tfr","tfr","rate",5.3,"DHS National","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2015,"fe_frty_w_npg","womenrepage","survey_count",42221,"DHS National","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2016,"IM_BCG","bcg","percent",0.78,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2016,"IM_DTP1","penta1","percent",0.73,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2016,"IM_DTP3","penta3","percent",0.66,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2017,"IM_BCG","bcg","percent",0.8,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2017,"IM_DTP1","penta1","percent",0.73,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2017,"IM_DTP3","penta3","percent",0.64,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2018,"IM_BCG","bcg","percent",0.82,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2018,"IM_DTP1","penta1","percent",0.77,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2018,"IM_DTP3","penta3","percent",0.68,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2019,"IM_BCG","bcg","percent",0.74,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2019,"IM_DTP1","penta1","percent",0.69,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2019,"IM_DTP3","penta3","percent",0.65,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2020,"IM_BCG","bcg","percent",0.72,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2020,"Crude birth rate (births per 1,000 population)","crudebr","rate",36.601,"UNWPP","UNWPP","modeled","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2020,"Infant mortality rate (IMR)","imr","rate",48.00859,"UNWPP","UNWPP","modeled","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2020,"IM_DTP1","penta1","percent",0.7,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2020,"IM_DTP3","penta3","percent",0.61,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2021,"IM_BCG","bcg","percent",0.65,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2021,"Crude birth rate (births per 1,000 population)","crudebr","rate",36.342,"UNWPP","UNWPP","modeled","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2021,"Infant mortality rate (IMR)","imr","rate",46.9239,"UNWPP","UNWPP","modeled","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2021,"IM_DTP1","penta1","percent",0.64,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2021,"IM_DTP3","penta3","percent",0.55,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2022,"IM_BCG","bcg","percent",0.69,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2022,"Crude birth rate (births per 1,000 population)","crudebr","rate",36.045,"UNWPP","UNWPP","modeled","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2022,"Infant mortality rate (IMR)","imr","rate",45.19151,"UNWPP","UNWPP","modeled","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2022,"IM_DTP1","penta1","percent",0.67,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2022,"IM_DTP3","penta3","percent",0.58,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2023,"IM_BCG","bcg","percent",0.68,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2023,"Crude birth rate (births per 1,000 population)","crudebr","rate",35.437,"UNWPP","UNWPP","modeled","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2023,"Infant mortality rate (IMR)","imr","rate",43.9514,"UNWPP","UNWPP","modeled","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2023,"IM_DTP1","penta1","percent",0.67,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2023,"IM_DTP3","penta3","percent",0.6,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2024,"IM_BCG","bcg","percent",0.68,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2024,"Crude birth rate (births per 1,000 population)","crudebr","rate",35.007,"UNWPP","UNWPP","modeled","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2024,"Infant mortality rate (IMR)","imr","rate",42.65048,"UNWPP","UNWPP","modeled","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2024,"IM_DTP1","penta1","percent",0.66,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2024,"IM_DTP3","penta3","percent",0.59,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2025,"Crude birth rate (births per 1,000 population)","crudebr","rate",34.391,"UNWPP","UNWPP","modeled","Afghanistan","AF","AFG"
"Afghanistan","NATIONAL",2025,"Infant mortality rate (IMR)","imr","rate",41.37963,"UNWPP","UNWPP","modeled","Afghanistan","AF","AFG"
"Afghanistan","Nangarhar",2015,"rh_ancp_w_skp","anc1","percent",0.787,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Nangarhar",2015,"rh_ancn_w_n4p","anc4","percent",0.25,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Nangarhar",2015,"rh_delp_c_dhf","delivery","percent",0.679,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Nimroz",2015,"rh_ancp_w_skp","anc1","percent",0.425,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Nimroz",2015,"rh_ancn_w_n4p","anc4","percent",0.163,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Nimroz",2015,"rh_delp_c_dhf","delivery","percent",0.738,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Nooristan",2015,"rh_ancp_w_skp","anc1","percent",0.107,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Nooristan",2015,"rh_ancn_w_n4p","anc4","percent",0,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Nooristan",2015,"rh_delp_c_dhf","delivery","percent",0.013,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Paktika",2015,"rh_ancp_w_skp","anc1","percent",0.451,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Paktika",2015,"rh_ancn_w_n4p","anc4","percent",0.019,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Paktika",2015,"rh_delp_c_dhf","delivery","percent",0.477,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Paktya",2015,"rh_ancp_w_skp","anc1","percent",0.578,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Paktya",2015,"rh_ancn_w_n4p","anc4","percent",0.034,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Paktya",2015,"rh_delp_c_dhf","delivery","percent",0.699,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Panjsher",2015,"rh_ancp_w_skp","anc1","percent",0.681,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Panjsher",2015,"rh_ancn_w_n4p","anc4","percent",0.257,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Panjsher",2015,"rh_delp_c_dhf","delivery","percent",0.674,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Parwan",2015,"rh_ancp_w_skp","anc1","percent",0.896,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Parwan",2015,"rh_ancn_w_n4p","anc4","percent",0.443,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Parwan",2015,"rh_delp_c_dhf","delivery","percent",0.555,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Samangan",2015,"rh_ancp_w_skp","anc1","percent",0.493,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Samangan",2015,"rh_ancn_w_n4p","anc4","percent",0.107,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Samangan",2015,"rh_delp_c_dhf","delivery","percent",0.374,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Sar-e-Pul",2015,"rh_ancp_w_skp","anc1","percent",0.646,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Sar-e-Pul",2015,"rh_ancn_w_n4p","anc4","percent",0.32,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Sar-e-Pul",2015,"rh_delp_c_dhf","delivery","percent",0.568,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Takhar",2015,"rh_ancp_w_skp","anc1","percent",0.634,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Takhar",2015,"rh_ancn_w_n4p","anc4","percent",0.227,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Takhar",2015,"rh_delp_c_dhf","delivery","percent",0.557,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Urozgan",2015,"rh_ancp_w_skp","anc1","percent",0.18,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Urozgan",2015,"rh_ancn_w_n4p","anc4","percent",0.004,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Urozgan",2015,"rh_delp_c_dhf","delivery","percent",0.168,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Wardak",2015,"rh_ancp_w_skp","anc1","percent",0.7,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Wardak",2015,"rh_ancn_w_n4p","anc4","percent",0.303,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Wardak",2015,"rh_delp_c_dhf","delivery","percent",0.584,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Zabul",2015,"rh_ancp_w_skp","anc1","percent",0.346,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
"Afghanistan","Zabul",2015,"rh_ancn_w_n4p","anc4","percent",0.046,"DHS Sub-national","AF2015DHS","household","Afghanistan","AF","AFG"
